start_idx,end_idx,start_time,end_time
image-18840.tiff,image-18900.tiff,1679500193.703906,1679500194.721578
image-19260.tiff,image-19260.tiff,1679500200.890729,1679500200.890729
image-19440.tiff,image-19500.tiff,1679500203.958545,1679500204.992399
image-19620.tiff,image-19680.tiff,1679500207.042550,1679500208.060352
image-19800.tiff,image-19800.tiff,1679500210.094604,1679500210.094604
image-19980.tiff,image-20280.tiff,1679500213.162615,1679500218.280744
image-20400.tiff,image-20460.tiff,1679500220.332072,1679500221.348895
image-20580.tiff,image-20640.tiff,1679500223.400255,1679500224.434120
image-21000.tiff,image-21000.tiff,1679500230.585933,1679500230.585933
image-21120.tiff,image-21180.tiff,1679500232.637661,1679500233.653949
image-21300.tiff,image-21420.tiff,1679500235.705416,1679500237.755762
image-21540.tiff,image-21540.tiff,1679500239.807115,1679500239.807115
image-22020.tiff,image-22260.tiff,1679500247.993526,1679500252.112503
image-22320.tiff,image-22320.tiff,1679500253.129146,1679500253.129146
image-25740.tiff,image-25740.tiff,1679500311.704513,1679500311.704513
image-25860.tiff,image-25860.tiff,1679500313.738749,1679500313.738749
image-26160.tiff,image-26160.tiff,1679500318.857013,1679500318.857013
image-26460.tiff,image-26580.tiff,1679500323.992476,1679500326.044092
image-27300.tiff,image-27300.tiff,1679500338.382404,1679500338.382404
image-27600.tiff,image-27660.tiff,1679500343.500543,1679500344.534425
image-27780.tiff,image-27780.tiff,1679500346.585918,1679500346.585918
image-27960.tiff,image-28020.tiff,1679500349.669748,1679500350.687414
image-28140.tiff,image-28260.tiff,1679500352.737761,1679500354.789376
image-28440.tiff,image-28440.tiff,1679500357.873224,1679500357.873224
image-28680.tiff,image-28800.tiff,1679500361.975023,1679500364.026465
image-29220.tiff,image-29400.tiff,1679500371.262829,1679500374.346658
image-29820.tiff,image-29820.tiff,1679500381.500324,1679500381.500324
image-29940.tiff,image-30000.tiff,1679500383.550773,1679500384.584562
image-30360.tiff,image-30360.tiff,1679500390.737652,1679500390.737652
image-30660.tiff,image-30660.tiff,1679500395.873149,1679500395.873149
image-31800.tiff,image-31800.tiff,1679500415.364136,1679500415.364136
image-32760.tiff,image-33060.tiff,1679500431.788494,1679500436.906612
image-33300.tiff,image-33420.tiff,1679500441.025780,1679500443.093285
image-33540.tiff,image-33540.tiff,1679500445.143601,1679500445.143601
image-34500.tiff,image-34500.tiff,1679500461.567619,1679500461.567619
image-34920.tiff,image-34920.tiff,1679500468.770707,1679500468.770707
image-46920.tiff,image-46920.tiff,1679500673.957760,1679500673.957760
image-52320.tiff,image-52320.tiff,1679500766.379095,1679500766.379095
image-54600.tiff,image-54780.tiff,1679500805.410477,1679500808.494213
image-54900.tiff,image-55200.tiff,1679500810.545606,1679500815.647708
image-55320.tiff,image-55320.tiff,1679500817.682436,1679500817.682436
image-55440.tiff,image-55560.tiff,1679500819.733114,1679500821.768476
image-55740.tiff,image-55980.tiff,1679500824.820214,1679500828.905962
